iter	Logloss
0	0.5008121967
1	0.3849264145
2	0.3083738565
3	0.2575804472
4	0.2482559443
5	0.2291522503
6	0.1955397487
7	0.181000638
8	0.1607187986
9	0.1419660926
10	0.1363073111
11	0.1261631012
12	0.1217163563
13	0.108700192
14	0.0959539175
15	0.09109412432
16	0.0899071455
17	0.08644281626
18	0.07788649797
19	0.070950526
20	0.06242809296
21	0.05556504726
22	0.05232050419
23	0.04980948865
24	0.04517095685
25	0.04306265116
26	0.04221722782
27	0.03955697417
28	0.03721073866
29	0.03589186072
30	0.03284689486
31	0.03185089529
32	0.03083803058
33	0.02996344566
34	0.02879252434
35	0.0274859786
36	0.02706193924
37	0.02658381164
38	0.02521466315
39	0.02407610863
40	0.02343499362
41	0.02280879915
42	0.02210346758
43	0.02087450773
44	0.01969727129
45	0.01855396777
46	0.01806237102
47	0.01712745726
48	0.01682215333
49	0.0159528926
50	0.01548924744
51	0.01509499997
52	0.01468813717
53	0.01427146792
54	0.01399899572
55	0.01364403069
56	0.01347630918
57	0.01309638023
58	0.01285802126
59	0.01245192513
60	0.01222396716
61	0.01189186126
62	0.01176487207
63	0.01148160249
64	0.01113027185
65	0.0106953606
66	0.01037373543
67	0.01009232849
68	0.009973876178
69	0.009837733209
70	0.00968054831
71	0.00939193815
72	0.009281302243
73	0.00928125903
74	0.009108153731
75	0.008952870965
76	0.008878330886
77	0.008690391481
78	0.008507684618
79	0.008335465193
80	0.008239485323
81	0.008111067861
82	0.008005221188
83	0.007901223004
84	0.007764343917
85	0.007634468377
86	0.007533150166
87	0.007491581887
88	0.007289341092
89	0.007219600677
90	0.007081192732
91	0.00693025738
92	0.006858120114
93	0.006744326651
94	0.006665885448
95	0.006605488807
96	0.00653706491
97	0.006429299712
98	0.006376177073
99	0.006260468811
100	0.006126846746
101	0.006103318185
102	0.006019933149
103	0.005932691693
104	0.005862183496
105	0.005776286125
106	0.005676307529
107	0.005576370656
108	0.005520287156
109	0.005470285565
110	0.005408507586
111	0.005366426706
112	0.005366134271
113	0.005316087231
114	0.005289178342
115	0.005221675336
116	0.00516676046
117	0.005073740333
118	0.00501495041
119	0.004948458821
120	0.004852088168
121	0.004782057554
122	0.004756908864
123	0.004747999087
124	0.004709615931
125	0.004709460959
126	0.004709369689
127	0.004647159576
128	0.004595762119
129	0.004595728964
130	0.004529099539
131	0.004513675719
132	0.004460612684
133	0.004460592568
134	0.00437204428
135	0.004371670634
136	0.004329791665
137	0.0043296583
138	0.004261506349
139	0.004261304066
140	0.00425645858
141	0.00425632447
142	0.004256218672
143	0.004256237298
144	0.004255694151
145	0.004240982234
146	0.004240712896
147	0.004240559042
148	0.004240475595
149	0.004194517434
150	0.004194375128
151	0.004194330424
152	0.004175695404
153	0.004175632447
154	0.00415283516
155	0.004113168269
156	0.004082200676
157	0.004051526636
158	0.004006978124
159	0.004006919265
160	0.003946016729
161	0.003872080892
162	0.003830874339
163	0.003806139156
164	0.003800952435
165	0.00376814492
166	0.003768115863
167	0.003737235069
168	0.003737007082
169	0.003725688905
170	0.003685181588
171	0.003685130924
172	0.003668257594
173	0.003668157011
174	0.003667211533
175	0.003667141125
176	0.00366691947
177	0.003632629663
178	0.003632629663
179	0.003597466648
180	0.003597384691
181	0.003597383946
182	0.003565845639
183	0.003565891832
184	0.003534991294
185	0.003534935415
186	0.003530420735
187	0.003530284017
188	0.003530148417
189	0.003530133516
190	0.003504021093
191	0.003487545997
192	0.003466580808
193	0.003440583497
194	0.003440578282
195	0.003440578282
196	0.00344055146
197	0.003411634266
198	0.003411643207
199	0.003364683688
200	0.003364655375
201	0.003334863111
202	0.003311094642
203	0.003286476433
204	0.003258089721
205	0.003257128596
206	0.003221154585
207	0.003186307847
208	0.003186261654
209	0.00314970687
210	0.003148949891
211	0.003126982972
212	0.003094415739
213	0.00309384428
214	0.003093830682
215	0.003093753383
216	0.003093736246
217	0.003093732335
218	0.003093711287
219	0.003093522787
220	0.003093509004
221	0.003074535355
222	0.003048844822
223	0.003048627824
224	0.003048617579
225	0.003048538975
226	0.003048432805
227	0.003048432805
228	0.003048464656
229	0.003035335988
230	0.003017571941
231	0.003017578833
232	0.003017357178
233	0.003017329797
234	0.003017289191
235	0.003017319925
236	0.003017317131
237	0.003017229959
238	0.003017205
239	0.002988855168
240	0.002988764457
241	0.00298390016
242	0.00298379641
243	0.002979137562
244	0.002979028225
245	0.002978997864
246	0.002945120446
247	0.002945071086
248	0.002944770083
249	0.002935295179
250	0.002935306355
251	0.002935188636
252	0.002935240418
253	0.002912948094
254	0.002892987244
255	0.002892949991
256	0.002892937697
257	0.002881118469
258	0.002880781516
259	0.002880671062
260	0.002880667895
261	0.002880648524
262	0.002880603261
263	0.002880585194
264	0.002880414389
265	0.002874287032
266	0.002874287032
267	0.002874240465
268	0.002874251455
269	0.002874146029
270	0.002874123305
271	0.002873837575
272	0.002873889729
273	0.002873735502
274	0.002873555943
275	0.002873522788
276	0.00286667645
277	0.002848041803
278	0.002848028019
279	0.002847980708
280	0.002848002315
281	0.002830510959
282	0.002830438316
283	0.002820815518
284	0.002820779569
285	0.002819231525
286	0.002819217369
287	0.00281916298
288	0.002817434445
289	0.002817357518
290	0.002817362547
291	0.002817346714
292	0.002817306854
293	0.002817211859
294	0.002817171812
295	0.002809758857
296	0.002809712663
297	0.002809742093
298	0.002776331827
299	0.002776320651
300	0.002776231058
301	0.002776014805
302	0.002773820609
303	0.002773820609
304	0.002773509175
305	0.002737415954
306	0.002737423405
307	0.002737447806
308	0.002719725855
309	0.002719725855
310	0.002719668113
311	0.002719703317
312	0.002719703317
313	0.002719666436
314	0.002719657123
315	0.002719606273
316	0.002718739212
317	0.002700393274
318	0.00270007588
319	0.002698046714
320	0.002690671012
321	0.002690607309
322	0.002690578997
323	0.002690551244
324	0.002660630457
325	0.002643533982
326	0.002643470652
327	0.002643448487
328	0.002643167228
329	0.002643132955
330	0.002643130161
331	0.002642957866
332	0.002642872557
333	0.002642852254
334	0.002642783895
335	0.002635549009
336	0.002635549009
337	0.00263556093
338	0.002622620389
339	0.002622614056
340	0.002622547187
341	0.002622547187
342	0.002622528188
343	0.002622522973
344	0.002610001899
345	0.002609966882
346	0.002609822527
347	0.002609822527
348	0.002601966076
349	0.002601904236
350	0.002601927891
351	0.002601763234
352	0.002601752244
353	0.002601727843
354	0.002601705492
355	0.002601635829
356	0.00260161981
357	0.002581611462
358	0.00258152131
359	0.00258152131
360	0.002570793405
361	0.002570778504
362	0.00256782677
363	0.00256761834
364	0.002567347884
365	0.002567318454
366	0.002567318454
367	0.002567318454
368	0.002567327768
369	0.002567330748
370	0.002567295171
371	0.002549220435
372	0.002549057081
373	0.002548862807
374	0.002548864298
375	0.002548808046
376	0.002548542805
377	0.002516376227
378	0.002512288466
379	0.002512120642
380	0.002511917427
381	0.002511917427
382	0.002511893958
383	0.002511846274
384	0.002493636124
385	0.002493554726
386	0.002493552119
387	0.002493445203
388	0.002493366785
389	0.002493320033
390	0.002493295819
391	0.002493308857
392	0.002493314445
393	0.002493167669
394	0.002493153512
395	0.002493081801
396	0.002493081801
397	0.002493091673
398	0.002493016236
399	0.002489743941
400	0.002489727736
401	0.002489727736
402	0.002489727736
403	0.002489729039
404	0.002489693835
405	0.002489695698
406	0.002489555627
407	0.00248955898
408	0.002489555255
409	0.002473562583
410	0.002473442629
411	0.002467819117
412	0.002467858233
413	0.002467742935
414	0.002467554808
415	0.002467568778
416	0.002467478067
417	0.002467434481
418	0.002467310429
419	0.002465522662
420	0.00246553123
421	0.002465449646
